Name,Code,Changes,Time,Fare,Company,Fare Type,Route Code
Bishopstone (Sussex),BIP,2.0,427.0,214.0,VIRGIN WEST COAST,ANYTIME S,0.0
Bishopton (Strathclyde),BPT,0.0,24.0,4.3,SCOTRAIL,ANYTIME DAY S,1000.0
Bitterne,BTE,2.0,469.0,223.5,VIRGIN WEST COAST,ANYTIME S,0.0
Blackburn,BBN,1.0,188.0,132.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Blackheath,BKH,2.0,338.0,191.5,VIRGIN WEST COAST,ANYTIME S,0.0
Blackhorse Road,BHO,1.0,310.0,186.5,VIRGIN WEST COAST,ANYTIME S,0.0
Blackpool North,BPN,1.0,177.0,132.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Blackpool Pleasure Beach,BPB,1.0,222.0,132.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Blackpool South,BPS,1.0,224.0,132.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Blackridge,BKR,0.0,46.0,6.9,SCOTRAIL,ANYTIME DAY S,0.0
Blackrod,BLK,1.0,272.0,132.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Blackwater,BAW,2.0,406.0,209.5,VIRGIN WEST COAST,ANYTIME S,0.0
Blaenau Ffestiniog,BFF,2.0,384.0,127.9,VIRGIN WEST COAST,ANYTIME S,317.0
Blair Atholl,BLA,0.0,105.0,34.6,SCOTRAIL,ANYTIME DAY S,0.0
Blairhill,BAI,0.0,20.0,3.8,SCOTRAIL,ANYTIME DAY S,0.0
Blake Street,BKT,1.0,283.0,115.5,VIRGIN WEST COAST,ANYTIME S,317.0
Blakedown,BKD,2.0,294.0,117.0,VIRGIN WEST COAST,ANYTIME S,0.0
Blantyre,BLT,0.0,21.0,3.8,SCOTRAIL,ANYTIME DAY S,0.0
